id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
124, NP_001276645 GeneID:12048 Bcl2l1,0, No mitochondrial presequence, 46(MPP),-0.13, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
125, NP_001276646 GeneID:12048 Bcl2l1,0, No mitochondrial presequence, 46(MPP),-0.13, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
126, NP_033873 GeneID:12048 Bcl2l1,0, No mitochondrial presequence, 46(MPP),-0.13, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
127, NP_034856 GeneID:16922 Phyh,0.234, No mitochondrial presequence, 20(MPP),0.15, 85-89, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
128, NP_058614 GeneID:53893 Nudt5,0.003, No mitochondrial presequence, 70(MPP),0.029, , 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
129, NP_077170 GeneID:67856 Echdc3,0.237, No mitochondrial presequence, 68(MPP),0.103, , 7-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
130, NP_065640 GeneID:11949 Atp5c1,0.897, Possessing mitochondrial presequence, 24(MPP),0.083, 53-57, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
131, NP_001106209 GeneID:11949 Atp5c1,0.536, Possessing mitochondrial presequence, 44(MPP),0.227, 29-33, 4-13-high, -, 22-27, -, -, -, -, -, -, -, -, -, -, -, -, 
132, NP_083895 GeneID:76467 Msrb2,0.996, Possessing mitochondrial presequence, 41(MPP),0.195," 1-5,4-8,80-84", 1-10-high, -, -, 5-10, -," 1-6,4-9", -, -, -, -, -, -, -, -, -, 
132, NP_083895 GeneID:76467 Msrb2,0.996, Possessing mitochondrial presequence, 42(Icp55*),0.195," 1-5,4-8,80-84", 1-10-high, -, -, 5-10, -," 1-6,4-9", -, -, -, -, -, -, -, -, -, 
133, NP_808256 GeneID:208967 Thnsl1,0.206, No mitochondrial presequence, 29(MPP),0.103," 71-75,91-95", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
134, NP_001001297 GeneID:208967 Thnsl1,0.048, No mitochondrial presequence, 34(MPP),0.118," 6-10,81-85", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
134, NP_001001297 GeneID:208967 Thnsl1,0.048, No mitochondrial presequence, 35(Icp55*),0.118," 6-10,81-85", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
135, NP_038799 GeneID:27377 Yme1l1,0.009, No mitochondrial presequence, 44(MPP),0.045," 16-20,73-77", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, 16-21, -, 
136, NP_001026978 GeneID:107733 Mrpl41,0.264, No mitochondrial presequence, 29(MPP),0.172, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
136, NP_001026978 GeneID:107733 Mrpl41,0.264, No mitochondrial presequence, 37(Oct1),0.172, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
137, NP_001239470 GeneID:78797 Ndor1,0, No mitochondrial presequence, 37(MPP),0.081, 73-77, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
138, NP_001239471 GeneID:78797 Ndor1,0.17, No mitochondrial presequence, 47(MPP),0.149," 4-8,81-85", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
139, NP_001075945 GeneID:78797 Ndor1,0, No mitochondrial presequence, 37(MPP),0.081, 73-77, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
140, NP_001132976 GeneID:52838 Dnlz,0.977, Possessing mitochondrial presequence, 52(MPP),0.173, , 1-13-high, -, -, -, -, -, 12-17, 1-6, -, -, -, -, -, -, 11-16, 
141, NP_081104 GeneID:52838 Dnlz,0.975, Possessing mitochondrial presequence, 52(MPP),0.173, 90-94, 1-13-high, -, -, -, -, -, 12-17, 1-6, -, -, -, -, -, -, 11-16, 
142, NP_001132975 GeneID:52838 Dnlz,0.961, Possessing mitochondrial presequence, 52(MPP),0.173, , 1-13-high, -, -, -, -, -, 12-17, 1-6, -, -, -, -, -, -, 11-16, 
143, NP_775272 GeneID:66865 Pmpca,0.993, Possessing mitochondrial presequence, 31(MPP),0.194, 8-12, 7-16-high, -, -, 9-14, -, 8-13, -, -, -, -, -, -, -, -, -, 
143, NP_775272 GeneID:66865 Pmpca,0.993, Possessing mitochondrial presequence, 32(Icp55*),0.194, 8-12, 7-16-high, -, -, 9-14, -, 8-13, -, -, -, -, -, -, -, -, -, 
144, NP_038705 GeneID:20930 Surf1,0.279, No mitochondrial presequence, 51(MPP),0.196, , 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
145, NP_001258653 GeneID:20930 Surf1,0.282, No mitochondrial presequence, 51(MPP),0.196, , 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
146, NP_619606 GeneID:192166 Sardh,0.906, Possessing mitochondrial presequence, 45(MPP),0.111," 4-8,7-11,83-87", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
147, NP_536700 GeneID:118451 Mrps2,0.619, Possessing mitochondrial presequence, 37(MPP),0.135," 8-12,23-27", 8-19-high, -, -, -, -, -, -, -, -, -, -, -," 7-12,22-27", -, -, 
148, NP_001159503 GeneID:118451 Mrps2,0.648, Possessing mitochondrial presequence, 11(MPP),0.091," 8-12,23-27", 8-19-high, -, -, -, -, -, -, -, -, -, -, -," 7-12,22-27", -, -, 
149, NP_848808 GeneID:227683 Coq4,0.951, Possessing mitochondrial presequence, 22(MPP),0.273, 48-52, 12-21-high, -, -, -, -, -, 6-11, -, -, -, 5-10, -, -, -, -, 
150, NP_663495 GeneID:227682 Trub2,0.069, No mitochondrial presequence, 52(MPP),0.077, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
151, NP_031957 GeneID:13804 Endog,0.618, Possessing mitochondrial presequence, 26(MPP),0.154, , 12-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
152, NP_084413 GeneID:78617 Cstad,0.015, No mitochondrial presequence, 87(MPP),0.046," 43-47,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
153, NP_666230 GeneID:227731 Slc25a25,0.005, No mitochondrial presequence, 9(MPP),0.111," 6-10,85-89", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
154, NP_001157830 GeneID:227731 Slc25a25,0.106, No mitochondrial presequence, 38(MPP),0," 5-9,92-96", 1-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
155, NP_001157829 GeneID:227731 Slc25a25,0.005, No mitochondrial presequence, 9(MPP),0.111," 6-10,85-89", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
156, NP_598544 GeneID:96979 Ptges2,0.885, Possessing mitochondrial presequence, 41(MPP),0.098, 38-42, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
157, NP_034366 GeneID:14287 Fpgs,0.787, Possessing mitochondrial presequence, 31(MPP),0.129, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
158, NP_848710 GeneID:329384 Ptrh1,0.302, No mitochondrial presequence, 36(MPP),0.167, 92-96, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
159, NP_038543 GeneID:13830 Stom,0, No mitochondrial presequence, 71(MPP),0.056," 53-57,60-64,68-72", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
160, NP_598600 GeneID:109129 Mmadhc,0.558, Possessing mitochondrial presequence, 30(MPP),0.167," 1-5,22-26", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
160, NP_598600 GeneID:109129 Mmadhc,0.558, Possessing mitochondrial presequence, 38(Oct1),0.167," 1-5,22-26", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
161, NP_796218 GeneID:320720 Fastkd1,0.85, Possessing mitochondrial presequence, 19(MPP),0.211, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
161, NP_796218 GeneID:320720 Fastkd1,0.85, Possessing mitochondrial presequence, 20(Icp55*),0.211, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
162, NP_083556 GeneID:75422 Mettl5,0, No mitochondrial presequence, 13(MPP),0.231, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
163, NP_001103982 GeneID:228019 Mettl8,0.709, Possessing mitochondrial presequence, 21(MPP),0.238, 70-74, 5-14-high, -, -, -, -, -, -, 4-9, -, -, 3-8, -, -, -, -, 
164, NP_079909 GeneID:66559 Metap1d,0.201, No mitochondrial presequence, 39(MPP),0.154," 15-19,23-27", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, 15-20, -, 
165, NP_766253 GeneID:228026 Pdk1,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 3-7, 3-12-high, -, -, 4-9, -, 3-8, -, -, -, -, -, -, -, -, -, 
165, NP_766253 GeneID:228026 Pdk1,0.993, Possessing mitochondrial presequence, 26(Icp55*),0.2, 3-7, 3-12-high, -, -, 4-9, -, 3-8, -, -, -, -, -, -, -, -, -, 
166, NP_778180 GeneID:228033 Atp5g3,0.999, Possessing mitochondrial presequence, 24(MPP),0.208," 4-8,71-75", 13-25-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
166, NP_778180 GeneID:228033 Atp5g3,0.999, Possessing mitochondrial presequence, 32(Oct1),0.208," 4-8,71-75", 13-25-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
167, NP_034119 GeneID:13067 Cyct,0.035, No mitochondrial presequence, 40(MPP),0.125," 12-16,95-99", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, 11-16, 12-17, -, 
168, NP_796230 GeneID:320769 Prdx6b,0, No mitochondrial presequence, 65(MPP),-0.015," 51-55,54-58", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
169, NP_038927 GeneID:30059 Timm10,0, No mitochondrial presequence, 54(MPP),-0.037," 51-55,55-59", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
170, NP_079852 GeneID:66461 Ptpmt1,0, No mitochondrial presequence, 39(MPP),0.026," 36-40,79-83", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
171, NP_062732 GeneID:56428 Mtch2,0.031, No mitochondrial presequence, 69(MPP),0.029," 23-27,58-62", 9-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
172, NP_080964 GeneID:68349 Ndufs3,0.973, Possessing mitochondrial presequence, 35(MPP),0.171," 5-9,68-72", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
173, NP_033934 GeneID:12359 Cat,0.003, No mitochondrial presequence, 6(MPP),-0.167, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
174, NP_062800 GeneID:56357 Ivd,0.997, Possessing mitochondrial presequence, 30(MPP),0.233," 4-8,54-58", 6-15-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
175, NP_081451 GeneID:69702 Ndufaf1,0.084, No mitochondrial presequence, 22(MPP),0.136," 6-10,85-89", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
176, NP_034027 GeneID:12716 Ckmt1,0.996, Possessing mitochondrial presequence, 47(MPP),0.106," 5-9,73-77", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, 5-10, -, 
177, NP_080237 GeneID:67092 Gatm,0.992, Possessing mitochondrial presequence, 35(MPP),0.143, 16-20, 15-24-low, -, -, 4-9, -, -, -, -, -, -, -, -, -, -, -, 
177, NP_080237 GeneID:67092 Gatm,0.992, Possessing mitochondrial presequence, 43(Oct1),0.143, 16-20, 15-24-low, -, -, 4-9, -, -, -, -, -, -, -, -, -, -, -, 
178, NP_001004174 GeneID:433470 AA467197,0, No mitochondrial presequence, 45(MPP),0.067, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
179, NP_001155975 GeneID:59010 Sqrdl,0.703, Possessing mitochondrial presequence, 22(MPP),0.136, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
180, NP_067482 GeneID:59010 Sqrdl,0.703, Possessing mitochondrial presequence, 22(MPP),0.136, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
181, NP_076084 GeneID:110074 Dut,0.011, No mitochondrial presequence, 39(MPP),0.026," 59-63,77-81,88-92", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
182, NP_001153118 GeneID:110074 Dut,0.997, Possessing mitochondrial presequence, 32(MPP),0.219, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
183, NP_083905 GeneID:68126 Fahd2a,0.962, Possessing mitochondrial presequence, 83(MPP),0.036, 80-84, 7-16-high, -, 25-30, -, -, -, -, -, -, -, -, -, -, -, -, 
183, NP_083905 GeneID:68126 Fahd2a,0.962, Possessing mitochondrial presequence, 84(Icp55*),0.036, 80-84, 7-16-high, -, 25-30, -, -, -, -, -, -, -, -, -, -, -, -, 
184, NP_084239 GeneID:77721 Mrps5,0.399, Possessing mitochondrial presequence, 88(MPP),0.068," 4-8,19-23,65-69", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
184, NP_084239 GeneID:77721 Mrps5,0.399, Possessing mitochondrial presequence, 89(Icp55*),0.068," 4-8,19-23,65-69", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
185, NP_079671 GeneID:66170 Chchd5,0.055, No mitochondrial presequence, 44(MPP),0.023," 65-69,83-87", 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
186, NP_570954 GeneID:170718 Idh3b,0.993, Possessing mitochondrial presequence, 25(MPP),0.16," 10-14,62-66,69-73", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
187, NP_937819 GeneID:380601 Fastkd5,0.573, Possessing mitochondrial presequence, 68(MPP),0.132," 49-53,65-69", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
188, NP_001139556 GeneID:380601 Fastkd5,0.573, Possessing mitochondrial presequence, 68(MPP),0.132," 49-53,65-69", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
189, NP_997090 GeneID:99045 Mrps26,0.994, Possessing mitochondrial presequence, 26(MPP),0.154," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 4-9, -, -, 
190, NP_659137 GeneID:228607 Mavs,0.007, No mitochondrial presequence, 42(MPP),-0.048," 72-76,88-92", 10-19-low, -, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, 
191, NP_705721 GeneID:74450 Pank2,0.078, No mitochondrial presequence, 16(MPP),0.125, 95-99, 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
192, NP_001193312 GeneID:228607 Mavs,0, No mitochondrial presequence, 65(MPP),-0.015, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
193, NP_001193311 GeneID:228607 Mavs,0, No mitochondrial presequence, 65(MPP),-0.015, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
194, NP_001193314 GeneID:228607 Mavs,0.007, No mitochondrial presequence, 42(MPP),-0.048," 72-76,88-92", 10-19-low, -, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, 
195, NP_079922 GeneID:66586 Crls1,0, No mitochondrial presequence, 42(MPP),-0.071, 58-62, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
196, NP_001019556 GeneID:66586 Crls1,0.987, Possessing mitochondrial presequence, 33(MPP),0.242," 3-7,72-76", 5-14-high, -, -, 4-9, -, 3-8, -, -, -, -, -, -, -, -, -, 
197, NP_081369 GeneID:69487 Ndufaf5,0.983, Possessing mitochondrial presequence, 28(MPP),0.179," 2-6,7-11,80-84", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
198, NP_001276559 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 10(MPP),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
198, NP_001276559 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 11(Icp55*),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
199, NP_001276560 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 10(MPP),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
199, NP_001276560 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 11(Icp55*),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
200, NP_083260 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 10(MPP),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
200, NP_083260 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence, 11(Icp55*),0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
201, NP_001158285 GeneID:100048644 Pet117,0.023, No mitochondrial presequence, 29(MPP),0.138, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
202, NP_001028469 GeneID:228715 Gm561,0.053, No mitochondrial presequence, 92(MPP),-0.033, , 20-29-low, -, -, -, -, -, -, -, -, 8-13, -, -, -, -, -, 
202, NP_001028469 GeneID:228715 Gm561,0.053, No mitochondrial presequence, 93(Icp55*),-0.033, , 20-29-low, -, -, -, -, -, -, -, -, 8-13, -, -, -, -, -, 
203, NP_542142 GeneID:68738 Acss1,0.962, Possessing mitochondrial presequence, 33(MPP),0.152, 10-14, 6-17-high, -, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, 
204, NP_444321 GeneID:84682 Cox4i2,0.999, Possessing mitochondrial presequence, 34(MPP),0.176," 2-6,79-83", 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, -, 1-6, -, -, 
205, NP_067509 GeneID:59038 Pxmp4,0.596, Possessing mitochondrial presequence, 23(MPP),0.174," 14-18,45-49", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 13-18, -, -, 
206, NP_061376 GeneID:56046 Uqcc1,0.728, Possessing mitochondrial presequence, 33(MPP),0.091," 4-8,89-93", 1-10-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
206, NP_061376 GeneID:56046 Uqcc1,0.728, Possessing mitochondrial presequence, 41(Oct1),0.091," 4-8,89-93", 1-10-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
207, NP_001157689 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
208, NP_001157688 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
209, NP_080222 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
210, NP_035041 GeneID:18041 Nfs1,0.99, Possessing mitochondrial presequence, 17(MPP),0.176, 10-14, 1-10-low, -, -, -, -, -, -, -, -, 13-18, -, -, -, -, -, 
211, NP_080400 GeneID:67388 1110008F13Rik,0.014, No mitochondrial presequence, 31(MPP),0.129, 25-29, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, 
212, NP_080272 GeneID:67145 Tomm34,0.003, No mitochondrial presequence, 38(MPP),0," 32-36,35-39", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
213, NP_034126 GeneID:13081 Cyp24a1,0.99, Possessing mitochondrial presequence, 27(MPP),0.185, , 14-23-high, -, -, -, -, -, -, -, -, 13-18, -, 12-17, -, -, -, 
214, NP_080188 GeneID:67017 Fam210b,0.241, No mitochondrial presequence, 20(MPP),0.15, 87-91, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
214, NP_080188 GeneID:67017 Fam210b,0.241, No mitochondrial presequence, 21(Icp55*),0.15, 87-91, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
215, NP_080259 GeneID:67126 Atp5e,0.066, No mitochondrial presequence, 15(MPP),0.133, 19-23, 20-29-high, -, -, -, -, 19-24, -, -, -, -, 3-8, -, -, -, -, 
216, NP_079807 GeneID:66390 Slmo2,0.025, No mitochondrial presequence, 54(MPP),-0.019, , 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
216, NP_079807 GeneID:66390 Slmo2,0.025, No mitochondrial presequence, 55(Icp55*),-0.019, , 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
217, NP_001076798 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 42(MPP),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
217, NP_001076798 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 43(Icp55*),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
218, NP_001076797 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 42(MPP),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
218, NP_001076797 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 43(Icp55*),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
219, NP_852089 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 42(MPP),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
219, NP_852089 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 43(Icp55*),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
220, NP_082698 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 42(MPP),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
220, NP_082698 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence, 43(Icp55*),0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
221, NP_079710 GeneID:66230 Mrps28,0.93, Possessing mitochondrial presequence, 28(MPP),0.179, 16-20, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
222, NP_001021382 GeneID:67713 Dnajc19,0.024, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
223, NP_001273902 GeneID:67713 Dnajc19,0.078, No mitochondrial presequence, 56(MPP),0.107, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
224, NP_080608 GeneID:67713 Dnajc19,0.037, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
225, NP_001273901 GeneID:67713 Dnajc19,0.031, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
226, NP_659145 GeneID:229487 Pet112,0.943, Possessing mitochondrial presequence, 41(MPP),0.146, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
227, NP_032282 GeneID:15360 Hmgcs2,0.99, Possessing mitochondrial presequence, 36(MPP),0.139," 1-5,8-12,14-18", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
228, NP_034152 GeneID:13171 Dbt,0.974, Possessing mitochondrial presequence, 56(MPP),0.179," 3-7,19-23", 5-14-high, -, -, -, -, 3-8, -, -, 6-11, -, -, -, -, -, -, 
229, NP_033017 GeneID:19299 Abcd3,0.799, Possessing mitochondrial presequence, 32(MPP),0.188," 4-8,59-63,70-74", 4-15-low, -, -, -, -, -, -, -, -, -, -, 23-28, 3-8, 4-9, -, 
230, NP_776124 GeneID:229905 Ccbl2,0.004, No mitochondrial presequence, 66(MPP),0," 22-26,51-55,72-76,80-84", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
231, NP_081269 GeneID:69219 Ddah1,0.136, No mitochondrial presequence, 28(MPP),0.071," 13-17,26-30", 17-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
232, NP_080458 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
233, NP_001240320 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
234, NP_001240319 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
235, NP_077162 GeneID:67414 Mfn1,0.047, No mitochondrial presequence, 84(MPP),0," 8-12,14-18,45-49", 18-27-low, -, -, -, -, -, -, -, -, 12-17, -, 11-16, -, -, -, 
236, NP_083293 GeneID:74600 Mrpl47,0.197, No mitochondrial presequence, 12(MPP),0.167, 16-20, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
237, NP_079592 GeneID:66046 Ndufb5,0.993, Possessing mitochondrial presequence, 54(MPP),0.148," 67-71,70-74", 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
238, NP_076133 GeneID:72039 Mccc1,0.023, No mitochondrial presequence, 60(MPP),0.117," 45-49,57-61", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
239, NP_766266 GeneID:229211 Acad9,0.974, Possessing mitochondrial presequence, 33(MPP),0.182," 20-24,78-82", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
239, NP_766266 GeneID:229211 Acad9,0.974, Possessing mitochondrial presequence, 41(Oct1),0.182," 20-24,78-82", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
240, NP_705789 GeneID:229228 Nudt6,0.878, Possessing mitochondrial presequence, 28(MPP),0.25, 71-75, 3-15-high, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, -, 
241, NP_848473 GeneID:73333 Slc25a31,0, No mitochondrial presequence, 94(MPP),0.085, 91-95, 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
242, NP_079799 GeneID:66377 Ndufc1,0.981, Possessing mitochondrial presequence, 13(MPP),0.154, 10-14, 6-15-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
242, NP_079799 GeneID:66377 Ndufc1,0.981, Possessing mitochondrial presequence, 14(Icp55*),0.154, 10-14, 6-15-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
