id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
130, NP_055577 GeneID:1718 DHCR24,0, No mitochondrial presequence, 32(MPP),0.031, 51-55, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
131, NP_001880 GeneID:1429 CRYZ,0.029, No mitochondrial presequence, 26(MPP),0.115," 7-11,10-14", 3-12-high, -, -, -, -, 7-12, -, -, -, -, -, -, -, -, -, 
132, NP_001123515 GeneID:1429 CRYZ,0.027, No mitochondrial presequence, 26(MPP),0.115," 7-11,10-14", 3-12-high, -, -, -, -, 7-12, -, -, -, -, -, -, -, -, -, 
133, NP_001123514 GeneID:1429 CRYZ,0.029, No mitochondrial presequence, 26(MPP),0.115," 7-11,10-14", 3-12-high, -, -, -, -, 7-12, -, -, -, -, -, -, -, -, -, 
134, NP_001128231 GeneID:1429 CRYZ,0.023, No mitochondrial presequence, 34(MPP),0.029," 31-35,72-76", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
135, NP_001120800 GeneID:34 ACADM,0.898, Possessing mitochondrial presequence, 26(MPP),0.192," 5-9,56-60,82-86", 14-23-high, -, -, -, -, -, -, -, 15-20, -, -, -, -, -, 14-19, 
136, NP_000007 GeneID:34 ACADM,0.996, Possessing mitochondrial presequence, 22(MPP),0.227," 5-9,8-12,52-56,78-82", 9-18-high, -, -, -, -, 8-13, -, -, 11-16, -, -, -, -, -, -, 
137, NP_001272973 GeneID:34 ACADM,0.015, No mitochondrial presequence, 18(MPP),0.111, 26-30, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
138, NP_001272971 GeneID:34 ACADM,0, No mitochondrial presequence, 18(MPP),0," 16-20,42-46", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
138, NP_001272971 GeneID:34 ACADM,0, No mitochondrial presequence, 19(Icp55*),0," 16-20,42-46", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
139, NP_001272972 GeneID:34 ACADM,0.996, Possessing mitochondrial presequence, 22(MPP),0.227," 5-9,8-12,52-56,78-82", 9-18-high, -, -, -, -, 8-13, -, -, 11-16, -, -, -, -, -, -, 
140, NP_005265 GeneID:2787 GNG5,0.293, No mitochondrial presequence, 19(MPP),0.158, 10-14, 9-18-high, -, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, 
141, NP_001008662 GeneID:56267 CCBL2,0, No mitochondrial presequence, 66(MPP),-0.015," 22-26,51-55,72-76,80-84", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
142, NP_001008661 GeneID:56267 CCBL2,0.818, Possessing mitochondrial presequence, 45(MPP),0.2," 56-60,85-89", 15-24-high, -, -, -, -, -, -, -, 17-22, -, -, -, -, -, -, 
143, NP_037518 GeneID:29957 SLC25A24,0.067, No mitochondrial presequence, 50(MPP),-0.08," 1-5,80-84", 1-10-low, -, -, -, -, 1-6, -, -, -, -, -, -, -, -, -, 
144, NP_998816 GeneID:29957 SLC25A24,0, No mitochondrial presequence, 44(MPP),-0.182," 41-45,61-65", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
144, NP_998816 GeneID:29957 SLC25A24,0, No mitochondrial presequence, 45(Icp55*),-0.182," 41-45,61-65", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
145, NP_001229603 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 19(MPP),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
145, NP_001229603 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 27(Oct1),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
146, NP_006612 GeneID:10768 AHCYL1,0, No mitochondrial presequence, 66(MPP),0.015, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
146, NP_006612 GeneID:10768 AHCYL1,0, No mitochondrial presequence, 74(Oct1),0.015, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
147, NP_001229604 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 19(MPP),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
147, NP_001229604 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 27(Oct1),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
148, NP_001229602 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 19(MPP),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
148, NP_001229602 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 27(Oct1),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
149, NP_001229605 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 19(MPP),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
149, NP_001229605 GeneID:10768 AHCYL1,0.485, Possessing mitochondrial presequence, 27(Oct1),0.211, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
150, NP_001679 GeneID:515 ATP5F1,0.996, Possessing mitochondrial presequence, 33(MPP),0.091, 2-6, 2-19-low, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
151, NP_001159968 GeneID:6566 SLC16A1,0, No mitochondrial presequence, 87(MPP),0, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
152, NP_003042 GeneID:6566 SLC16A1,0, No mitochondrial presequence, 87(MPP),0, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
153, NP_001159579 GeneID:3158 HMGCS2,0.955, Possessing mitochondrial presequence, 36(MPP),0.139," 1-5,8-12,14-18", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -," 1-6,14-19", -, 
154, NP_005509 GeneID:3158 HMGCS2,0.954, Possessing mitochondrial presequence, 36(MPP),0.139," 1-5,8-12,14-18", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -," 1-6,14-19", -, 
155, NP_003837 GeneID:8799 PEX11B,0.061, No mitochondrial presequence, 74(MPP),0.081," 17-21,28-32,71-75,81-85,91-95", 17-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
156, NP_001171724 GeneID:8799 PEX11B,0.454, Possessing mitochondrial presequence, 33(MPP),0.121," 14-18,57-61,67-71,77-81", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
157, NP_057445 GeneID:51205 ACP6,0.051, No mitochondrial presequence, 28(MPP),0.107, , 16-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
158, NP_057158 GeneID:51027 BOLA1,0.131, No mitochondrial presequence, 38(MPP),0.053," 14-18,88-92", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
159, NP_061870 GeneID:54460 MRPS21,0.519, Possessing mitochondrial presequence, 25(MPP),0.08," 26-30,60-64", 19-30-high, -, -, -, -, -, -, 8-13, 22-27, -, 7-12, -, -, -, 21-26, 
160, NP_114107 GeneID:54460 MRPS21,0.519, Possessing mitochondrial presequence, 25(MPP),0.08," 26-30,60-64", 19-30-high, -, -, -, -, -, -, 8-13, 22-27, -, 7-12, -, -, -, 21-26, 
161, NP_001077434 GeneID:11022 TDRKH,0, No mitochondrial presequence, 36(MPP),0.083," 14-18,63-67", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
162, NP_001077433 GeneID:11022 TDRKH,0, No mitochondrial presequence, 36(MPP),0.083," 14-18,63-67", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
163, NP_001077432 GeneID:11022 TDRKH,0, No mitochondrial presequence, 36(MPP),0.083," 14-18,63-67", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
164, NP_006853 GeneID:11022 TDRKH,0, No mitochondrial presequence, 36(MPP),0.083," 14-18,63-67", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
165, NP_113608 GeneID:65005 MRPL9,0.886, Possessing mitochondrial presequence, 21(MPP),0.143," 18-22,56-60,79-83", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
166, NP_444283 GeneID:117145 THEM4,0.997, Possessing mitochondrial presequence, 35(MPP),0.143, , 17-26-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
166, NP_444283 GeneID:117145 THEM4,0.997, Possessing mitochondrial presequence, 36(Icp55*),0.143, , 17-26-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
167, NP_079483 GeneID:80308 FLAD1,0.249, No mitochondrial presequence, 37(MPP),0.108," 19-23,40-44,85-89", 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
168, NP_001171820 GeneID:80308 FLAD1,0.012, No mitochondrial presequence, 41(MPP),0, 73-77, 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
169, NP_001171821 GeneID:80308 FLAD1,0, No mitochondrial presequence, 39(MPP),-0.026, 71-75, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
170, NP_958800 GeneID:80308 FLAD1,0.011, No mitochondrial presequence, 41(MPP),0, 73-77, 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
171, NP_002446 GeneID:4580 MTX1,0.016, No mitochondrial presequence, 41(MPP),0.171," 72-76,76-80", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
172, NP_942584 GeneID:4580 MTX1,0.016, No mitochondrial presequence, 41(MPP),0.171," 72-76,76-80", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
173, NP_001129294 GeneID:2224 FDPS,0, No mitochondrial presequence, 27(MPP),-0.074," 24-28,82-86", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
173, NP_001129294 GeneID:2224 FDPS,0, No mitochondrial presequence, 28(Icp55*),-0.074," 24-28,82-86", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
174, NP_870986 GeneID:5313 PKLR,0.04, No mitochondrial presequence, 56(MPP),-0.071, 39-43, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
175, NP_001229753 GeneID:2224 FDPS,0, No mitochondrial presequence, 27(MPP),-0.074," 24-28,82-86", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
175, NP_001229753 GeneID:2224 FDPS,0, No mitochondrial presequence, 28(Icp55*),-0.074," 24-28,82-86", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
176, NP_001995 GeneID:2224 FDPS,0.112, No mitochondrial presequence, 32(MPP),0.156," 3-7,90-94", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
177, NP_000289 GeneID:5313 PKLR,0.081, No mitochondrial presequence, 14(MPP),0, 70-74, 12-27-high, -, -, -, -, -, -, 23-28, -, -, -, -, -, -, -, 
178, NP_001129293 GeneID:2224 FDPS,0.112, No mitochondrial presequence, 32(MPP),0.156," 3-7,90-94", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
179, NP_001229754 GeneID:2224 FDPS,0.005, No mitochondrial presequence, 37(MPP),0," 34-38,37-41", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
180, NP_004623 GeneID:7818 DAP3,0.982, Possessing mitochondrial presequence, 21(MPP),0.19, 6-10, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, 
181, NP_001186780 GeneID:7818 DAP3,0.723, Possessing mitochondrial presequence, 46(MPP),0.043," 6-10,67-71,80-84", 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, 
182, NP_001186778 GeneID:7818 DAP3,0.982, Possessing mitochondrial presequence, 21(MPP),0.19, 6-10, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, 
183, NP_387506 GeneID:7818 DAP3,0.982, Possessing mitochondrial presequence, 21(MPP),0.19, 6-10, 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, 
184, NP_001186779 GeneID:7818 DAP3,0.977, Possessing mitochondrial presequence, 21(MPP),0.19," 6-10,74-78,87-91", 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, 
185, NP_055470 GeneID:9673 SLC25A44,0.007, No mitochondrial presequence, 45(MPP),0.067, 61-65, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
186, NP_001273113 GeneID:9673 SLC25A44,0.008, No mitochondrial presequence, 45(MPP),0.067, 61-65, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
187, NP_658985 GeneID:128240 APOA1BP,0.464, Possessing mitochondrial presequence, 41(MPP),0.171," 56-60,95-99", 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
188, NP_078816 GeneID:79590 MRPL24,0.074, No mitochondrial presequence, 21(MPP),0.143, , 3-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
189, NP_663781 GeneID:79590 MRPL24,0.074, No mitochondrial presequence, 21(MPP),0.143, , 3-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
190, NP_001106678 GeneID:100131187 TSTD1,0.027, No mitochondrial presequence, 23(MPP),0.087, , 12-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
191, NP_001106677 GeneID:100131187 TSTD1,0, No mitochondrial presequence, 61(MPP),-0.016, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
191, NP_001106677 GeneID:100131187 TSTD1,0, No mitochondrial presequence, 62(Icp55*),-0.016, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
192, NP_001106676 GeneID:100131187 TSTD1,0.025, No mitochondrial presequence, 23(MPP),0.087, , 12-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
193, NP_001172021 GeneID:4817 NIT1,0.107, No mitochondrial presequence, 36(MPP),0.139, , 4-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
194, NP_001172023 GeneID:4817 NIT1,0, No mitochondrial presequence, 37(MPP),-0.027, , 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
195, NP_001172022 GeneID:4817 NIT1,0.171, No mitochondrial presequence, 21(MPP),0.143, 18-22, 12-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
196, NP_000300 GeneID:5498 PPOX,0.016, No mitochondrial presequence, 45(MPP),0.067, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
197, NP_005591 GeneID:4817 NIT1,0.121, No mitochondrial presequence, 36(MPP),0.139, , 4-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
198, NP_001159631 GeneID:4720 NDUFS2,0.977, Possessing mitochondrial presequence, 26(MPP),0.154," 3-7,94-98", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
199, NP_004541 GeneID:4720 NDUFS2,0.977, Possessing mitochondrial presequence, 26(MPP),0.154," 3-7,94-98", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
200, NP_115550 GeneID:84134 TOMM40L,0, No mitochondrial presequence, 36(MPP),0.028," 33-37,52-56", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
201, NP_001273303 GeneID:84134 TOMM40L,0.005, No mitochondrial presequence, 36(MPP),0.028," 33-37,52-56", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
202, NP_001273302 GeneID:84134 TOMM40L,0, No mitochondrial presequence, 36(MPP),0.028," 33-37,52-56", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
203, NP_001116236 GeneID:5498 PPOX,0.016, No mitochondrial presequence, 45(MPP),0.067, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
204, NP_002992 GeneID:6391 SDHC,0.992, Possessing mitochondrial presequence, 51(MPP),0.098, 38-42, 6-15-high, -, -, -, -, -, -, 23-28, -, 4-9, 22-27, 3-8, -, -, -, 
204, NP_002992 GeneID:6391 SDHC,0.992, Possessing mitochondrial presequence, 52(Icp55*),0.098, 38-42, 6-15-high, -, -, -, -, -, -, 23-28, -, 4-9, 22-27, 3-8, -, -, -, 
205, NP_001030588 GeneID:6391 SDHC,0.987, Possessing mitochondrial presequence, 51(MPP),0.098, 38-42, 6-15-high, -, -, -, -, -, -, 23-28, -, 4-9, 22-27, 3-8, -, -, -, 
205, NP_001030588 GeneID:6391 SDHC,0.987, Possessing mitochondrial presequence, 52(Icp55*),0.098, 38-42, 6-15-high, -, -, -, -, -, -, 23-28, -, 4-9, 22-27, 3-8, -, -, -, 
206, NP_001265101 GeneID:6391 SDHC,0.791, Possessing mitochondrial presequence, 26(MPP),0.154, , 6-15-high, -, -, -, -, -, -, -, 23-28, 4-9, 22-27, 3-8, -, -, -, 
206, NP_001265101 GeneID:6391 SDHC,0.791, Possessing mitochondrial presequence, 27(Icp55*),0.154, , 6-15-high, -, -, -, -, -, -, -, 23-28, 4-9, 22-27, 3-8, -, -, -, 
207, NP_001030590 GeneID:6391 SDHC,0.012, No mitochondrial presequence, 81(MPP),0.025, 79-83, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
208, NP_001030589 GeneID:6391 SDHC,0.827, Possessing mitochondrial presequence, 26(MPP),0.154, , 6-15-high, -, -, -, -, -, -, -, 23-28, 4-9, 22-27, 3-8, -, -, -, 
208, NP_001030589 GeneID:6391 SDHC,0.827, Possessing mitochondrial presequence, 27(Icp55*),0.154, , 6-15-high, -, -, -, -, -, -, -, 23-28, 4-9, 22-27, 3-8, -, -, -, 
209, NP_000687 GeneID:223 ALDH9A1,0.811, Possessing mitochondrial presequence, 63(MPP),0.048, 85-89, 9-18-high, -, -, -, -, -, 13-18, -, -, -, -, -, -, -, -, 
210, NP_004519 GeneID:4259 MGST3,0, No mitochondrial presequence, 85(MPP),0.035," 22-26,95-99", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
211, NP_004896 GeneID:9588 PRDX6,0, No mitochondrial presequence, 65(MPP),0," 51-55,54-58", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
212, NP_071383 GeneID:63931 MRPS14,0.592, Possessing mitochondrial presequence, 12(MPP),0.083, 63-67, 8-17-high, -, -, -, -, -, 9-14, -, -, -, -, -, -, -, 8-13, 
213, NP_006326 GeneID:10440 TIMM17A,0, No mitochondrial presequence, 7(MPP),-0.286, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
214, NP_653168 GeneID:90806 ANGEL2,0.349, No mitochondrial presequence, 50(MPP),0.12," 3-7,11-15,42-46", 4-15-high, -, -, -, -, 3-8, -, -, -, -, -, -, -, -, -, 
215, NP_620149 GeneID:127018 LYPLAL1,0.284, No mitochondrial presequence, 20(MPP),0.1, 9-13, 9-19-high, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, -, 
216, NP_060530 GeneID:55699 IARS2,0.922, Possessing mitochondrial presequence, 44(MPP),0.182, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
217, NP_060368 GeneID:54996 MARC2,0.597, Possessing mitochondrial presequence, 50(MPP),0.2," 19-23,40-44,57-61", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
218, NP_037460 GeneID:29920 PYCR2,0.019, No mitochondrial presequence, 18(MPP),0.056," 27-31,88-92", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
218, NP_037460 GeneID:29920 PYCR2,0.019, No mitochondrial presequence, 19(Icp55*),0.056," 27-31,88-92", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
219, NP_001258610 GeneID:29920 PYCR2,0.018, No mitochondrial presequence, 18(MPP),0.056," 27-31,88-92", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
219, NP_001258610 GeneID:29920 PYCR2,0.018, No mitochondrial presequence, 19(Icp55*),0.056," 27-31,88-92", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
220, NP_852121 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
220, NP_852121 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
221, NP_852120 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
221, NP_852120 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
222, NP_852119 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
222, NP_852119 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
223, NP_852106 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
223, NP_852106 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
224, NP_852129 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
224, NP_852129 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
225, NP_852130 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
225, NP_852130 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
226, NP_852128 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 25(MPP),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
226, NP_852128 GeneID:128308 MRPL55,0.993, Possessing mitochondrial presequence, 33(Oct1),0.2, 48-52, 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
227, NP_852127 GeneID:128308 MRPL55,0.055, No mitochondrial presequence, 61(MPP),0.115, 84-88, 4-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
227, NP_852127 GeneID:128308 MRPL55,0.055, No mitochondrial presequence, 69(Oct1),0.115, 84-88, 4-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
228, NP_001229768 GeneID:2987 GUK1,0.05, No mitochondrial presequence, 24(MPP),0.167," 21-25,94-98", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
229, NP_001152863 GeneID:2987 GUK1,0.05, No mitochondrial presequence, 24(MPP),0.167," 21-25,94-98", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
230, NP_000849 GeneID:2987 GUK1,0.05, No mitochondrial presequence, 24(MPP),0.167," 21-25,94-98", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
231, NP_001152862 GeneID:2987 GUK1,0.755, Possessing mitochondrial presequence, 45(MPP),0.133, 42-46, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
232, NP_001229769 GeneID:2987 GUK1,0.724, Possessing mitochondrial presequence, 45(MPP),0.133, 42-46, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
233, NP_001010867 GeneID:200205 IBA57,0.98, Possessing mitochondrial presequence, 31(MPP),0.226, 96-100, 18-28-high, -, -, -, 23-28, -, -, -, -, -, -, -, -, -, -, 
234, NP_036221 GeneID:23456 ABCB10,0.019, No mitochondrial presequence, 68(MPP),0.088, 86-90, 1-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
235, NP_001193570 GeneID:388753 COA6,0.007, No mitochondrial presequence, 38(MPP),0," 19-23,48-52", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
236, NP_001013003 GeneID:388753 COA6,0.152, No mitochondrial presequence, 26(MPP),0.115," 65-69,94-98", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
237, NP_000134 GeneID:2271 FH,1, Possessing mitochondrial presequence, 44(MPP),0.136," 1-5,4-8,41-45,92-96", 1-10-high, -, -, -, -, 1-6, -, -, -, -, -, -, -, -, -, 
238, NP_932342 GeneID:116228 COX20,0, No mitochondrial presequence, 32(MPP),-0.062, 46-50, 20-29-low, -, 14-19, -, -, -, -, -, -, -, -, -, -, -, -, 
239, NP_071761 GeneID:64216 TFB2M,0.729, Possessing mitochondrial presequence, 40(MPP),0.15," 20-24,71-75", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
240, NP_057086 GeneID:51097 SCCPDH,0.003, No mitochondrial presequence, 30(MPP),-0.067," 52-56,56-60", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
241, NP_612457 GeneID:98 ACYP2,0, No mitochondrial presequence, 25(MPP),0.04, 22-26, 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
241, NP_612457 GeneID:98 ACYP2,0, No mitochondrial presequence, 26(Icp55*),0.04, 22-26, 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
242, NP_002821 GeneID:5775 PTPN4,0.125, No mitochondrial presequence, 12(MPP),0.25, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
243, NP_001268441 GeneID:3032 HADHB,0.9, Possessing mitochondrial presequence, 25(MPP),0.16, 14-18, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
243, NP_001268441 GeneID:3032 HADHB,0.9, Possessing mitochondrial presequence, 26(Icp55*),0.16, 14-18, 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
244, NP_000174 GeneID:3032 HADHB,0.91, Possessing mitochondrial presequence, 25(MPP),0.16," 14-18,79-83", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
244, NP_000174 GeneID:3032 HADHB,0.91, Possessing mitochondrial presequence, 26(Icp55*),0.16," 14-18,79-83", 2-11-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
245, NP_001268442 GeneID:3032 HADHB,0.023, No mitochondrial presequence, 31(MPP),0.161, 57-61, 16-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
246, NP_001165074 GeneID:9581 PREPL,0.131, No mitochondrial presequence, 69(MPP),0.174," 19-23,34-38,48-52", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
246, NP_001165074 GeneID:9581 PREPL,0.131, No mitochondrial presequence, 70(Icp55*),0.174," 19-23,34-38,48-52", 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
