 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_001258653 GeneID:20930 Surf1,0.282, No mitochondrial presequence, 51(MPP),0.196, , 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_619606 GeneID:192166 Sardh,0.906, Possessing mitochondrial presequence, 45(MPP),0.111," 4-8,7-11,83-87", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_536700 GeneID:118451 Mrps2,0.619, Possessing mitochondrial presequence, 37(MPP),0.135," 8-12,23-27", 8-19-high, -, -, -, -, -, -, -, -, -, -, -," 7-12,22-27", -, -, 
 NP_001159503 GeneID:118451 Mrps2,0.648, Possessing mitochondrial presequence, 11(MPP),0.091," 8-12,23-27", 8-19-high, -, -, -, -, -, -, -, -, -, -, -," 7-12,22-27", -, -, 
 NP_848808 GeneID:227683 Coq4,0.951, Possessing mitochondrial presequence, 22(MPP),0.273, 48-52, 12-21-high, -, -, -, -, -, 6-11, -, -, -, 5-10, -, -, -, -, 
 NP_663495 GeneID:227682 Trub2,0.069, No mitochondrial presequence, 52(MPP),0.077, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031957 GeneID:13804 Endog,0.618, Possessing mitochondrial presequence, 26(MPP),0.154, , 12-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084413 GeneID:78617 Cstad,0.015, No mitochondrial presequence, 87(MPP),0.046," 43-47,79-83", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_666230 GeneID:227731 Slc25a25,0.005, No mitochondrial presequence, 9(MPP),0.111," 6-10,85-89", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157830 GeneID:227731 Slc25a25,0.106, No mitochondrial presequence, 38(MPP),0," 5-9,92-96", 1-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157829 GeneID:227731 Slc25a25,0.005, No mitochondrial presequence, 9(MPP),0.111," 6-10,85-89", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598544 GeneID:96979 Ptges2,0.885, Possessing mitochondrial presequence, 41(MPP),0.098, 38-42, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034366 GeneID:14287 Fpgs,0.787, Possessing mitochondrial presequence, 31(MPP),0.129, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_848710 GeneID:329384 Ptrh1,0.302, No mitochondrial presequence, 36(MPP),0.167, 92-96, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038543 GeneID:13830 Stom,0, No mitochondrial presequence, 71(MPP),0.056," 53-57,60-64,68-72", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598600 GeneID:109129 Mmadhc,0.558, Possessing mitochondrial presequence," 30(MPP), 38(Oct1)",0.167," 1-5,22-26", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_796218 GeneID:320720 Fastkd1,0.85, Possessing mitochondrial presequence," 19(MPP), 20(Icp55*)",0.211, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083556 GeneID:75422 Mettl5,0, No mitochondrial presequence, 13(MPP),0.231, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001103982 GeneID:228019 Mettl8,0.709, Possessing mitochondrial presequence, 21(MPP),0.238, 70-74, 5-14-high, -, -, -, -, -, -, 4-9, -, -, 3-8, -, -, -, -, 
 NP_079909 GeneID:66559 Metap1d,0.201, No mitochondrial presequence, 39(MPP),0.154," 15-19,23-27", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, 15-20, -, 
 NP_766253 GeneID:228026 Pdk1,0.993, Possessing mitochondrial presequence," 25(MPP), 26(Icp55*)",0.2, 3-7, 3-12-high, -, -, 4-9, -, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_778180 GeneID:228033 Atp5g3,0.999, Possessing mitochondrial presequence," 24(MPP), 32(Oct1)",0.208," 4-8,71-75", 13-25-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
 NP_034119 GeneID:13067 Cyct,0.035, No mitochondrial presequence, 40(MPP),0.125," 12-16,95-99", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, 11-16, 12-17, -, 
 NP_796230 GeneID:320769 Prdx6b,0, No mitochondrial presequence, 65(MPP),-0.015," 51-55,54-58", 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038927 GeneID:30059 Timm10,0, No mitochondrial presequence, 54(MPP),-0.037," 51-55,55-59", 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079852 GeneID:66461 Ptpmt1,0, No mitochondrial presequence, 39(MPP),0.026," 36-40,79-83", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062732 GeneID:56428 Mtch2,0.031, No mitochondrial presequence, 69(MPP),0.029," 23-27,58-62", 9-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080964 GeneID:68349 Ndufs3,0.973, Possessing mitochondrial presequence, 35(MPP),0.171," 5-9,68-72", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033934 GeneID:12359 Cat,0.003, No mitochondrial presequence, 6(MPP),-0.167, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062800 GeneID:56357 Ivd,0.997, Possessing mitochondrial presequence, 30(MPP),0.233," 4-8,54-58", 6-15-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
 NP_081451 GeneID:69702 Ndufaf1,0.084, No mitochondrial presequence, 22(MPP),0.136," 6-10,85-89", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034027 GeneID:12716 Ckmt1,0.996, Possessing mitochondrial presequence, 47(MPP),0.106," 5-9,73-77", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, 5-10, -, 
 NP_080237 GeneID:67092 Gatm,0.992, Possessing mitochondrial presequence," 35(MPP), 43(Oct1)",0.143, 16-20, 15-24-low, -, -, 4-9, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001004174 GeneID:433470 AA467197,0, No mitochondrial presequence, 45(MPP),0.067, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001155975 GeneID:59010 Sqrdl,0.703, Possessing mitochondrial presequence, 22(MPP),0.136, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_067482 GeneID:59010 Sqrdl,0.703, Possessing mitochondrial presequence, 22(MPP),0.136, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_076084 GeneID:110074 Dut,0.011, No mitochondrial presequence, 39(MPP),0.026," 59-63,77-81,88-92", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001153118 GeneID:110074 Dut,0.997, Possessing mitochondrial presequence, 32(MPP),0.219, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083905 GeneID:68126 Fahd2a,0.962, Possessing mitochondrial presequence," 83(MPP), 84(Icp55*)",0.036, 80-84, 7-16-high, -, 25-30, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084239 GeneID:77721 Mrps5,0.399, Possessing mitochondrial presequence," 88(MPP), 89(Icp55*)",0.068," 4-8,19-23,65-69", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079671 GeneID:66170 Chchd5,0.055, No mitochondrial presequence, 44(MPP),0.023," 65-69,83-87", 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_570954 GeneID:170718 Idh3b,0.993, Possessing mitochondrial presequence, 25(MPP),0.16," 10-14,62-66,69-73", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, 
 NP_937819 GeneID:380601 Fastkd5,0.573, Possessing mitochondrial presequence, 68(MPP),0.132," 49-53,65-69", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
 NP_001139556 GeneID:380601 Fastkd5,0.573, Possessing mitochondrial presequence, 68(MPP),0.132," 49-53,65-69", 5-14-high, -, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, 
 NP_997090 GeneID:99045 Mrps26,0.994, Possessing mitochondrial presequence, 26(MPP),0.154," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 4-9, -, -, 
 NP_659137 GeneID:228607 Mavs,0.007, No mitochondrial presequence, 42(MPP),-0.048," 72-76,88-92", 10-19-low, -, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_705721 GeneID:74450 Pank2,0.078, No mitochondrial presequence, 16(MPP),0.125, 95-99, 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001193312 GeneID:228607 Mavs,0, No mitochondrial presequence, 65(MPP),-0.015, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001193311 GeneID:228607 Mavs,0, No mitochondrial presequence, 65(MPP),-0.015, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001193314 GeneID:228607 Mavs,0.007, No mitochondrial presequence, 42(MPP),-0.048," 72-76,88-92", 10-19-low, -, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079922 GeneID:66586 Crls1,0, No mitochondrial presequence, 42(MPP),-0.071, 58-62, 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001019556 GeneID:66586 Crls1,0.987, Possessing mitochondrial presequence, 33(MPP),0.242," 3-7,72-76", 5-14-high, -, -, 4-9, -, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_081369 GeneID:69487 Ndufaf5,0.983, Possessing mitochondrial presequence, 28(MPP),0.179," 2-6,7-11,80-84", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276559 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence," 10(MPP), 11(Icp55*)",0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001276560 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence," 10(MPP), 11(Icp55*)",0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083260 GeneID:74528 Mgme1,0.885, Possessing mitochondrial presequence," 10(MPP), 11(Icp55*)",0.2," 7-11,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001158285 GeneID:100048644 Pet117,0.023, No mitochondrial presequence, 29(MPP),0.138, , 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001028469 GeneID:228715 Gm561,0.053, No mitochondrial presequence," 92(MPP), 93(Icp55*)",-0.033, , 20-29-low, -, -, -, -, -, -, -, -, 8-13, -, -, -, -, -, 
 NP_542142 GeneID:68738 Acss1,0.962, Possessing mitochondrial presequence, 33(MPP),0.152, 10-14, 6-17-high, -, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, 
 NP_444321 GeneID:84682 Cox4i2,0.999, Possessing mitochondrial presequence, 34(MPP),0.176," 2-6,79-83", 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, -, 1-6, -, -, 
 NP_067509 GeneID:59038 Pxmp4,0.596, Possessing mitochondrial presequence, 23(MPP),0.174," 14-18,45-49", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 13-18, -, -, 
 NP_061376 GeneID:56046 Uqcc1,0.728, Possessing mitochondrial presequence," 33(MPP), 41(Oct1)",0.091," 4-8,89-93", 1-10-high, -, -, -, -, 4-9, -, -, -, -, -, -, -, -, -, 
 NP_001157689 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157688 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080222 GeneID:67067 Romo1,0, No mitochondrial presequence, 51(MPP),0.059, , 8-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035041 GeneID:18041 Nfs1,0.99, Possessing mitochondrial presequence, 17(MPP),0.176, 10-14, 1-10-low, -, -, -, -, -, -, -, -, 13-18, -, -, -, -, -, 
 NP_080400 GeneID:67388 1110008F13Rik,0.014, No mitochondrial presequence, 31(MPP),0.129, 25-29, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, 24-29, -, -, 
 NP_080272 GeneID:67145 Tomm34,0.003, No mitochondrial presequence, 38(MPP),0," 32-36,35-39", 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034126 GeneID:13081 Cyp24a1,0.99, Possessing mitochondrial presequence, 27(MPP),0.185, , 14-23-high, -, -, -, -, -, -, -, -, 13-18, -, 12-17, -, -, -, 
 NP_080188 GeneID:67017 Fam210b,0.241, No mitochondrial presequence," 20(MPP), 21(Icp55*)",0.15, 87-91, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080259 GeneID:67126 Atp5e,0.066, No mitochondrial presequence, 15(MPP),0.133, 19-23, 20-29-high, -, -, -, -, 19-24, -, -, -, -, 3-8, -, -, -, -, 
 NP_079807 GeneID:66390 Slmo2,0.025, No mitochondrial presequence," 54(MPP), 55(Icp55*)",-0.019, , 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001076798 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
 NP_001076797 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
 NP_852089 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
 NP_082698 GeneID:52856 Mtg2,0.587, Possessing mitochondrial presequence," 42(MPP), 43(Icp55*)",0.119, 18-22, 13-22-low, -, -, -, -, -, -, -, 8-13, -, 7-12, -, -, -, -, 
 NP_079710 GeneID:66230 Mrps28,0.93, Possessing mitochondrial presequence, 28(MPP),0.179, 16-20, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001021382 GeneID:67713 Dnajc19,0.024, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001273902 GeneID:67713 Dnajc19,0.078, No mitochondrial presequence, 56(MPP),0.107, , 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080608 GeneID:67713 Dnajc19,0.037, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001273901 GeneID:67713 Dnajc19,0.031, No mitochondrial presequence, 62(MPP),0.081, 18-22, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659145 GeneID:229487 Pet112,0.943, Possessing mitochondrial presequence, 41(MPP),0.146, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032282 GeneID:15360 Hmgcs2,0.99, Possessing mitochondrial presequence, 36(MPP),0.139," 1-5,8-12,14-18", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034152 GeneID:13171 Dbt,0.974, Possessing mitochondrial presequence, 56(MPP),0.179," 3-7,19-23", 5-14-high, -, -, -, -, 3-8, -, -, 6-11, -, -, -, -, -, -, 
 NP_033017 GeneID:19299 Abcd3,0.799, Possessing mitochondrial presequence, 32(MPP),0.188," 4-8,59-63,70-74", 4-15-low, -, -, -, -, -, -, -, -, -, -, 23-28, 3-8, 4-9, -, 
 NP_776124 GeneID:229905 Ccbl2,0.004, No mitochondrial presequence, 66(MPP),0," 22-26,51-55,72-76,80-84", 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081269 GeneID:69219 Ddah1,0.136, No mitochondrial presequence, 28(MPP),0.071," 13-17,26-30", 17-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080458 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240320 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240319 GeneID:67472 Mtfr1,0.387, Possessing mitochondrial presequence, 35(MPP),0.143," 4-8,8-12", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_077162 GeneID:67414 Mfn1,0.047, No mitochondrial presequence, 84(MPP),0," 8-12,14-18,45-49", 18-27-low, -, -, -, -, -, -, -, -, 12-17, -, 11-16, -, -, -, 
 NP_083293 GeneID:74600 Mrpl47,0.197, No mitochondrial presequence, 12(MPP),0.167, 16-20, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079592 GeneID:66046 Ndufb5,0.993, Possessing mitochondrial presequence, 54(MPP),0.148," 67-71,70-74", 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_076133 GeneID:72039 Mccc1,0.023, No mitochondrial presequence, 60(MPP),0.117," 45-49,57-61", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766266 GeneID:229211 Acad9,0.974, Possessing mitochondrial presequence," 33(MPP), 41(Oct1)",0.182," 20-24,78-82", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_705789 GeneID:229228 Nudt6,0.878, Possessing mitochondrial presequence, 28(MPP),0.25, 71-75, 3-15-high, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, -, 
 NP_848473 GeneID:73333 Slc25a31,0, No mitochondrial presequence, 94(MPP),0.085, 91-95, 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079799 GeneID:66377 Ndufc1,0.981, Possessing mitochondrial presequence," 13(MPP), 14(Icp55*)",0.154, 10-14, 6-15-high, -, -, -, -, -, -, -, 6-11, -, 5-10, -, -, -, -, 
 NP_080634 GeneID:67749 Mgarp,0.837, Possessing mitochondrial presequence, 32(MPP),0.219, 3-7, 3-12-high, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, -, 
 NP_808524 GeneID:329659 E130311K13Rik,0.009, No mitochondrial presequence, 36(MPP),0.028, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_613057 GeneID:28030 Gfm1,0.982, Possessing mitochondrial presequence, 36(MPP),0.194, 3-7, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080070 GeneID:66841 Etfdh,0.895, Possessing mitochondrial presequence, 32(MPP),0.188," 12-16,15-19,21-25,61-65", 8-19-high, -, -, -, -," 12-17,15-20", -, -, -, -, -, -, -, -, -, 
 NP_080867 GeneID:67707 Mrpl24,0.385, No mitochondrial presequence, 21(MPP),0.143, , 3-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659146 GeneID:246703 Apoa1bp,0.871, Possessing mitochondrial presequence, 42(MPP),0.167," 19-23,50-54,89-93", 16-25-high, 21-26, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139348 GeneID:229517 Slc25a44,0.007, No mitochondrial presequence, 45(MPP),0.067, 61-65, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139349 GeneID:229517 Slc25a44,0, No mitochondrial presequence, 64(MPP),0.016, 80-84, 9-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001268724 GeneID:229517 Slc25a44,0.007, No mitochondrial presequence, 45(MPP),0.067, 61-65, 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_848811 GeneID:229517 Slc25a44,0, No mitochondrial presequence, 64(MPP),0.016, 80-84, 9-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075370 GeneID:65111 Dap3,0.954, Possessing mitochondrial presequence, 45(MPP),0.133, 10-14, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, 10-15, -, 
 NP_001158005 GeneID:65111 Dap3,0.956, Possessing mitochondrial presequence, 45(MPP),0.133, 10-14, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, 10-15, -, 
 NP_001155296 GeneID:17827 Mtx1,0.146, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.222, , 3-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038659 GeneID:18770 Pklr,0.009, No mitochondrial presequence, 41(MPP),0.049, 70-74, 6-16-low, -, -, -, -, -, -, 23-28, -, -, -, -, -, -, -, 
 NP_038632 GeneID:17827 Mtx1,0.145, No mitochondrial presequence," 54(MPP), 55(Icp55*)",0.222, , 3-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001093249 GeneID:18770 Pklr,0.039, No mitochondrial presequence, 56(MPP),-0.071, 39-43, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_796015 GeneID:319945 Flad1,0.009, No mitochondrial presequence, 43(MPP),0, 75-79, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083707 GeneID:75778 Them4,1, Possessing mitochondrial presequence," 26(MPP), 27(Icp55*)",0.269, 23-27, 9-18-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
 NP_084392 GeneID:78523 Mrpl9,0.216, No mitochondrial presequence, 27(MPP),0.074," 53-57,76-80", 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082583 GeneID:72634 Tdrkh,0.003, No mitochondrial presequence, 36(MPP),0.083," 14-18,63-67", 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082207 GeneID:71807 Tars2,0.516, Possessing mitochondrial presequence, 27(MPP),0.111, 52-56, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157090 GeneID:71807 Tars2,0.511, Possessing mitochondrial presequence, 27(MPP),0.111, 52-56, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157091 GeneID:71807 Tars2,0.532, Possessing mitochondrial presequence, 27(MPP),0.111, 52-56, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001157089 GeneID:71807 Tars2,0.511, Possessing mitochondrial presequence, 27(MPP),0.111, 52-56, 14-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_510964 GeneID:66292 Mrps21,0.597, Possessing mitochondrial presequence, 43(MPP),0.093," 26-30,60-64", 19-30-high, -, -, -, -, -, -, 8-13, 22-27, -, 7-12, -, -, -, -, 
 NP_081251 GeneID:69168 Bola1,0.915, Possessing mitochondrial presequence, 22(MPP),0.136, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001155860 GeneID:18632 Pex11b,0.46, Possessing mitochondrial presequence, 33(MPP),0.121," 14-18,57-61,67-71,77-81", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001155859 GeneID:18632 Pex11b,0.068, No mitochondrial presequence, 74(MPP),0.081," 17-21,28-32,71-75,81-85,91-95", 17-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035199 GeneID:18632 Pex11b,0.068, No mitochondrial presequence, 74(MPP),0.081," 17-21,28-32,71-75,81-85,91-95", 17-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062774 GeneID:66659 Acp6,0.047, No mitochondrial presequence, 82(MPP),0.061, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_062418 GeneID:56185 Hao2,0.004, No mitochondrial presequence, 44(MPP),-0.045, , 15-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032319 GeneID:15492 Hsd3b1,0.01, No mitochondrial presequence, 19(MPP),0.053," 19-23,35-39,69-73", 15-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081738 GeneID:70560 Wars2,0.781, Possessing mitochondrial presequence, 18(MPP),0.222," 12-16,15-19", 14-23-high, -, -, -, -," 12-17,15-20", -, -, -, -, -, -, -, -, -, 
 NP_033222 GeneID:20501 Slc16a1,0, No mitochondrial presequence, 87(MPP),0, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033855 GeneID:11950 Atp5f1,0.986, Possessing mitochondrial presequence, 33(MPP),0.091," 2-6,30-34", 2-19-low, -, -, -, -, -, -, 16-21, -, -, -, -, 1-6, -, -, 
 NP_083330 GeneID:74686 Slc25a54,0, No mitochondrial presequence, 22(MPP),0, 19-23, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766273 GeneID:229731 Slc25a24,0.332, No mitochondrial presequence, 24(MPP),0.042," 1-5,4-8,27-31,80-84", 1-10-high, -, -, -, -, 1-6, -, -, -, -, -, -, -, -, -, 
 NP_080055 GeneID:66815 Ccdc109b,0.97, Possessing mitochondrial presequence, 25(MPP),0.16, 45-49, 21-30-low, -, -, -, -, -, 22-27, -, -, -, -, -, -, -, 21-26, 
 NP_001274510 GeneID:68436 Rpl34,0.944, Possessing mitochondrial presequence, 67(MPP),0.269," 74-78,83-87,91-95", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081000 GeneID:68436 Rpl34,0.944, Possessing mitochondrial presequence, 67(MPP),0.269," 74-78,83-87,91-95", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001005859 GeneID:68436 Rpl34,0.944, Possessing mitochondrial presequence, 67(MPP),0.269," 74-78,83-87,91-95", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032238 GeneID:15107 Hadh,0.94, Possessing mitochondrial presequence," 11(MPP), 19(Oct1)",0.182," 22-26,74-78", 4-13-high, -, -, -, -, -, -, -, 8-13," 20-25,25-30", -, -, -, -, 7-12, 
 NP_666253 GeneID:74776 Ppa2,0.756, Possessing mitochondrial presequence, 26(MPP),0.231," 47-51,51-55", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080178 GeneID:67006 Cisd2,0.013, No mitochondrial presequence, 58(MPP),0.052," 6-10,38-42,93-97", 2-11-high, -, -, -, -, 6-11, -, -, -, -, 16-21, -, -, -, -, 
 NP_032837 GeneID:18598 Pdha2,0.982, Possessing mitochondrial presequence, 24(MPP),0.167," 1-5,9-13,62-66,91-95", 9-18-high, -, -, -, -, -, -, -, -, -, -, -, 8-13, 9-14, -, 
